transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag,refill_datetime
VMX-14884,VM-189,Delhi,College,17-01-2025,16:06:00,P-104,Red Bull,Drinks,124.1,82.0,76.0,6.0,9431.6,RP-003,Suresh,Working,10.6,Cash,4.8,42.0,3.21,350.0,0.0,2025-01-17 16:06:00
VMX-14885,VM-071,Chennai,Metro Station,23-04-2025,09:48:00,P-101,Pepsi Can,Drinks,129.79,84.0,76.0,8.0,9864.04,RP-009,Ravi,Low Power,21.0,Cash,2.6,46.0,4.45,472.0,1.0,2025-04-23 09:48:00
VMX-14886,VM-173,Mumbai,Office,10-04-2025,16:29:00,P-106,Snickers Bar,Snacks,37.58,24.0,10.0,14.0,375.8,RP-014,Ravi,Maintenance,11.1,Cash,4.3,77.0,2.18,373.0,0.0,2025-04-10 16:29:00
VMX-14887,VM-157,Delhi,College,03-09-2025,04:55:00,P-104,Red Bull,Drinks,114.77,38.0,34.0,4.0,3902.18,RP-020,Rajesh,Low Power,10.4,Card,3.7,86.0,2.83,174.0,0.0,2025-09-03 04:55:00
VMX-14888,VM-212,Bangalore,Hospital,02-10-2025,22:22:00,P-107,Colgate Mini,Hygiene,46.67,97.0,78.0,19.0,3640.26,RP-012,Rajesh,Low Power,24.6,Card,3.4,97.0,4.93,136.0,0.0,2025-10-02 22:22:00
VMX-14889,VM-076,Mumbai,Office,15-04-2025,22:28:00,P-108,Sprite Bottle,Drinks,114.16,135.0,129.0,6.0,14726.64,RP-014,Fatima,Working,16.8,Cash,2.2,40.0,1.26,251.0,1.0,2025-04-15 22:28:00
VMX-14890,VM-278,Kolkata,Mall,17-06-2025,02:30:00,P-105,Dettol Wipe,Hygiene,125.18,176.0,174.0,2.0,21781.32,RP-015,Suresh,Working,20.4,UPI,2.2,14.0,2.22,101.0,1.0,2025-06-17 02:30:00
VMX-14891,VM-227,Bangalore,Mall,25-09-2025,04:14:00,P-102,Bisleri Water,Drinks,22.25,172.0,156.0,16.0,3471.0,RP-009,Amit,Maintenance,12.1,UPI,2.8,103.0,1.57,398.0,0.0,2025-09-25 04:14:00
VMX-14892,VM-174,Bangalore,College,16-01-2025,05:49:00,P-107,Colgate Mini,Hygiene,26.9,57.0,50.0,7.0,1345.0,RP-001,Rajesh,Working,13.4,Cash,2.9,69.0,3.56,190.0,1.0,2025-01-16 05:49:00
VMX-14893,VM-230,Kolkata,Office,12-04-2025,21:53:00,P-104,Red Bull,Drinks,48.94,106.0,103.0,3.0,5040.82,RP-018,Fatima,Low Power,10.8,UPI,2.8,116.0,3.11,73.0,1.0,2025-04-12 21:53:00
VMX-14894,VM-118,Hyderabad,Metro Station,10-05-2025,09:39:00,P-107,Colgate Mini,Hygiene,113.81,104.0,100.0,4.0,11381.0,RP-019,Fatima,Maintenance,12.4,Cash,2.6,101.0,3.92,94.0,1.0,2025-05-10 09:39:00
VMX-14895,VM-078,Kolkata,College,04-04-2025,06:15:00,P-103,Oreo Pack,Snacks,136.99,62.0,46.0,16.0,6301.54,RP-003,Fatima,Low Power,20.7,UPI,2.5,81.0,2.15,247.0,0.0,2025-04-04 06:15:00
VMX-14896,VM-046,Hyderabad,Mall,14-08-2025,04:41:00,P-109,Doritos,Snacks,82.03,137.0,121.0,16.0,9925.63,RP-018,Anita,Low Power,19.5,Cash,2.9,23.0,4.29,135.0,1.0,2025-08-14 04:41:00
VMX-14897,VM-118,Pune,Mall,28-01-2025,23:44:00,P-104,Red Bull,Drinks,134.57,70.0,70.0,0.0,9419.9,RP-020,Deepa,Low Power,13.4,Card,2.7,44.0,4.81,458.0,1.0,2025-01-28 23:44:00
VMX-14898,VM-227,Bangalore,Hospital,02-10-2025,10:28:00,P-103,Oreo Pack,Snacks,73.83,31.0,24.0,7.0,1771.92,RP-001,Suresh,Working,12.8,UPI,4.6,3.0,2.69,226.0,0.0,2025-10-02 10:28:00
VMX-14899,VM-235,Kolkata,Office,23-04-2025,23:06:00,P-106,Snickers Bar,Snacks,71.36,23.0,19.0,4.0,1355.84,RP-002,Fatima,Working,10.2,Cash,3.0,111.0,1.41,140.0,0.0,2025-04-23 23:06:00
VMX-14900,VM-271,Delhi,Hospital,23-02-2025,03:36:00,P-109,Doritos,Snacks,67.11,53.0,48.0,5.0,3221.28,RP-010,Anita,Low Power,11.3,Cash,2.8,66.0,1.44,357.0,0.0,2025-02-23 03:36:00
VMX-14901,VM-110,Mumbai,College,13-07-2025,05:20:00,P-106,Snickers Bar,Snacks,116.26,122.0,121.0,1.0,14067.46,RP-007,Fatima,Working,24.0,Card,2.8,57.0,3.1,474.0,1.0,2025-07-13 05:20:00
VMX-14902,VM-298,Kolkata,College,08-02-2025,00:55:00,P-107,Colgate Mini,Hygiene,127.44,138.0,136.0,2.0,17331.84,RP-019,Suresh,Working,19.8,Cash,2.0,118.0,2.81,253.0,0.0,2025-02-08 00:55:00
VMX-14903,VM-221,Bangalore,Metro Station,17-07-2025,19:23:00,P-105,Dettol Wipe,Hygiene,128.99,74.0,72.0,2.0,9287.28,RP-011,Rahul,Maintenance,20.4,UPI,5.0,8.0,2.43,385.0,0.0,2025-07-17 19:23:00
VMX-14904,VM-240,Kolkata,Office,01-05-2025,13:27:00,P-100,Lays Classic,Snacks,96.86,24.0,24.0,0.0,2324.64,RP-018,Mahesh,Maintenance,18.1,UPI,2.7,62.0,2.82,362.0,1.0,2025-05-01 13:27:00
VMX-14905,VM-098,Mumbai,Office,27-06-2025,16:55:00,P-109,Doritos,Snacks,118.04,72.0,70.0,2.0,8262.8,RP-016,Anita,Maintenance,17.8,Card,3.2,43.0,3.16,291.0,0.0,2025-06-27 16:55:00
VMX-14906,VM-240,Delhi,Mall,28-04-2025,07:34:00,P-102,Bisleri Water,Drinks,61.15,95.0,86.0,9.0,5258.9,RP-007,Anita,Working,21.4,Cash,3.8,73.0,3.45,453.0,0.0,2025-04-28 07:34:00
VMX-14907,VM-058,Hyderabad,Mall,03-08-2025,05:56:00,P-101,Pepsi Can,Drinks,90.13,127.0,111.0,16.0,10004.43,RP-016,Deepa,Maintenance,16.4,Card,3.6,95.0,1.7,243.0,1.0,2025-08-03 05:56:00
VMX-14908,VM-079,Pune,College,13-04-2025,17:18:00,P-109,Doritos,Snacks,132.96,188.0,183.0,5.0,24331.68,RP-017,Amit,Low Power,24.4,Card,3.9,86.0,2.16,59.0,0.0,2025-04-13 17:18:00
VMX-14909,VM-092,Hyderabad,Metro Station,26-09-2025,00:06:00,P-101,Pepsi Can,Drinks,148.05,27.0,20.0,7.0,2961.0,RP-005,Anita,Maintenance,24.0,UPI,4.2,25.0,1.24,342.0,1.0,2025-09-26 00:06:00
VMX-14910,VM-157,Hyderabad,Mall,20-03-2025,15:47:00,P-103,Oreo Pack,Snacks,126.24,168.0,158.0,10.0,19945.92,RP-008,Rahul,Working,21.7,Cash,2.5,26.0,4.34,494.0,0.0,2025-03-20 15:47:00
VMX-14911,VM-164,Hyderabad,Office,21-01-2025,01:48:00,P-106,Snickers Bar,Snacks,107.8,156.0,148.0,8.0,15954.4,RP-013,Suresh,Maintenance,13.3,Cash,4.5,0.0,1.93,358.0,1.0,2025-01-21 01:48:00
VMX-14912,VM-026,Bangalore,Office,08-04-2025,06:41:00,P-109,Doritos,Snacks,29.42,30.0,28.0,2.0,823.76,RP-005,Amit,Maintenance,18.6,UPI,4.1,12.0,3.21,432.0,0.0,2025-04-08 06:41:00
VMX-14913,VM-295,Chennai,Metro Station,23-06-2025,00:45:00,P-104,Red Bull,Drinks,41.44,114.0,102.0,12.0,4226.88,RP-010,Kiran,Maintenance,20.0,UPI,3.1,75.0,3.36,53.0,0.0,2025-06-23 00:45:00
VMX-14914,VM-175,Mumbai,Office,12-06-2025,07:07:00,P-103,Oreo Pack,Snacks,65.82,109.0,101.0,8.0,6647.82,RP-008,Anita,Low Power,18.9,UPI,3.3,81.0,1.98,293.0,0.0,2025-06-12 07:07:00
VMX-14915,VM-124,Bangalore,College,14-07-2025,01:17:00,P-103,Oreo Pack,Snacks,31.59,169.0,150.0,19.0,4738.5,RP-014,Ravi,Working,12.3,UPI,4.2,34.0,4.05,292.0,1.0,2025-07-14 01:17:00
VMX-14916,VM-237,Bangalore,Office,13-04-2025,06:49:00,P-105,Dettol Wipe,Hygiene,13.6,162.0,153.0,9.0,2080.8,RP-004,Rajesh,Low Power,18.8,Card,4.5,56.0,3.2,297.0,1.0,2025-04-13 06:49:00
VMX-14917,VM-028,Delhi,Hospital,03-08-2025,09:09:00,P-109,Doritos,Snacks,86.16,143.0,140.0,3.0,12062.4,RP-009,Suresh,Low Power,14.7,Cash,4.0,103.0,4.24,301.0,1.0,2025-08-03 09:09:00
VMX-14918,VM-258,Pune,Hospital,15-02-2025,13:21:00,P-102,Bisleri Water,Drinks,61.2,31.0,14.0,17.0,856.8,RP-018,Rajesh,Working,11.0,UPI,4.6,104.0,2.91,390.0,1.0,2025-02-15 13:21:00
VMX-14919,VM-240,Pune,Hospital,16-07-2025,04:42:00,P-107,Colgate Mini,Hygiene,57.74,75.0,73.0,2.0,4215.02,RP-002,Kiran,Maintenance,15.7,Card,3.8,92.0,2.48,93.0,1.0,2025-07-16 04:42:00
VMX-14920,VM-150,Mumbai,Office,18-03-2025,13:09:00,P-104,Red Bull,Drinks,18.35,58.0,41.0,17.0,752.35,RP-008,Kiran,Low Power,22.0,Card,4.0,1.0,1.65,368.0,1.0,2025-03-18 13:09:00
VMX-14921,VM-038,Kolkata,College,12-06-2025,08:23:00,P-106,Snickers Bar,Snacks,24.11,93.0,82.0,11.0,1977.02,RP-016,Deepa,Low Power,21.7,UPI,3.5,73.0,3.66,320.0,0.0,2025-06-12 08:23:00
VMX-14922,VM-157,Mumbai,Mall,04-07-2025,20:26:00,P-101,Pepsi Can,Drinks,145.8,132.0,132.0,0.0,19245.6,RP-020,Deepa,Low Power,16.6,Cash,5.0,64.0,2.31,191.0,1.0,2025-07-04 20:26:00
VMX-14923,VM-248,Pune,College,26-04-2025,15:19:00,P-103,Oreo Pack,Snacks,112.78,96.0,88.0,8.0,9924.64,RP-018,Fatima,Low Power,21.1,Card,3.3,70.0,4.12,312.0,1.0,2025-04-26 15:19:00
VMX-14924,VM-225,Delhi,Hospital,03-03-2025,23:23:00,P-109,Doritos,Snacks,23.76,168.0,153.0,15.0,3635.28,RP-005,Fatima,Maintenance,14.5,Cash,3.2,31.0,3.87,222.0,0.0,2025-03-03 23:23:00
VMX-14925,VM-287,Pune,College,28-08-2025,15:52:00,P-108,Sprite Bottle,Drinks,68.91,123.0,115.0,8.0,7924.65,RP-019,Suresh,Maintenance,22.5,UPI,4.4,48.0,2.67,284.0,1.0,2025-08-28 15:52:00
VMX-14926,VM-058,Pune,Mall,27-03-2025,07:44:00,P-102,Bisleri Water,Drinks,18.5,183.0,183.0,0.0,3385.5,RP-020,Mahesh,Working,10.7,Cash,4.4,110.0,2.11,66.0,0.0,2025-03-27 07:44:00
VMX-14927,VM-017,Bangalore,Hospital,01-01-2025,00:39:00,P-106,Snickers Bar,Snacks,28.96,96.0,87.0,9.0,2519.52,RP-005,Amit,Low Power,16.9,UPI,2.5,38.0,1.9,230.0,1.0,2025-01-01 00:39:00
VMX-14928,VM-032,Pune,Mall,13-06-2025,20:34:00,P-109,Doritos,Snacks,68.41,195.0,195.0,0.0,13339.95,RP-007,Mahesh,Working,16.0,Card,3.8,87.0,3.01,251.0,0.0,2025-06-13 20:34:00
VMX-14929,VM-089,Bangalore,Hospital,15-07-2025,08:52:00,P-109,Doritos,Snacks,136.31,106.0,96.0,10.0,13085.76,RP-001,Fatima,Working,24.0,UPI,4.4,76.0,2.85,51.0,0.0,2025-07-15 08:52:00
VMX-14930,VM-154,Pune,College,22-01-2025,08:29:00,P-101,Pepsi Can,Drinks,143,21.0,5.0,16.0,715.0,RP-012,Ravi,Low Power,17.8,Card,4.7,64.0,1.52,240.0,0.0,2025-01-22 08:29:00
VMX-14931,VM-168,Kolkata,Metro Station,06-04-2025,14:10:00,P-102,Bisleri Water,Drinks,117.46,34.0,14.0,20.0,1644.44,RP-004,Ravi,Low Power,11.6,Card,3.7,4.0,4.07,256.0,1.0,2025-04-06 14:10:00
VMX-14932,VM-046,Chennai,Office,30-03-2025,17:21:00,P-107,Colgate Mini,Hygiene,147.94,47.0,40.0,7.0,5917.6,RP-005,Rahul,Low Power,14.0,Cash,3.6,52.0,2.9,109.0,0.0,2025-03-30 17:21:00
VMX-14933,VM-229,Pune,College,18-03-2025,17:50:00,P-102,Bisleri Water,Drinks,37.14,68.0,56.0,12.0,2079.84,RP-018,Rahul,Low Power,10.4,Card,3.7,62.0,1.63,77.0,1.0,2025-03-18 17:50:00
VMX-14934,VM-277,Mumbai,Mall,30-06-2025,20:02:00,P-102,Bisleri Water,Drinks,93.1,146.0,132.0,14.0,12289.2,RP-020,Amit,Low Power,16.9,UPI,3.8,104.0,3.55,178.0,0.0,2025-06-30 20:02:00
VMX-14935,VM-278,Delhi,Hospital,24-01-2025,19:42:00,P-101,Pepsi Can,Drinks,25.23,93.0,73.0,20.0,1841.79,RP-001,Anita,Working,16.0,Card,3.8,41.0,2.97,195.0,0.0,2025-01-24 19:42:00
VMX-14936,VM-117,Hyderabad,Hospital,05-08-2025,08:08:00,P-101,Pepsi Can,Drinks,82.3,78.0,68.0,10.0,5596.4,RP-009,Amit,Maintenance,21.6,Card,4.5,31.0,4.08,253.0,0.0,2025-08-05 08:08:00
VMX-14937,VM-267,Mumbai,College,13-06-2025,21:36:00,P-100,Lays Classic,Snacks,104.69,159.0,145.0,14.0,15180.05,RP-015,Fatima,Low Power,24.0,Card,4.4,21.0,2.13,214.0,1.0,2025-06-13 21:36:00
VMX-14938,VM-138,Pune,Mall,13-03-2025,22:58:00,P-109,Doritos,Snacks,142.52,118.0,101.0,17.0,14394.52,RP-016,Deepa,Working,16.0,UPI,4.1,110.0,3.57,196.0,0.0,2025-03-13 22:58:00
VMX-14939,VM-020,Hyderabad,Metro Station,29-06-2025,14:14:00,P-103,Oreo Pack,Snacks,130.54,103.0,101.0,2.0,13184.54,RP-016,Anita,Low Power,21.9,UPI,2.4,66.0,1.93,327.0,0.0,2025-06-29 14:14:00
VMX-14940,VM-162,Bangalore,Mall,09-01-2025,12:19:00,P-101,Pepsi Can,Drinks,21.34,99.0,88.0,11.0,1877.92,RP-010,Rahul,Maintenance,23.7,UPI,3.8,19.0,4.78,56.0,0.0,2025-01-09 12:19:00
VMX-14941,VM-271,Chennai,Metro Station,10-08-2025,08:26:00,P-103,Oreo Pack,Snacks,82.38,196.0,186.0,10.0,15322.68,RP-001,Fatima,Maintenance,20.6,Card,2.4,106.0,1.62,134.0,1.0,2025-08-10 08:26:00
VMX-14942,VM-085,Delhi,Metro Station,14-03-2025,07:26:00,P-108,Sprite Bottle,Drinks,77.31,182.0,176.0,6.0,13606.56,RP-017,Amit,Low Power,18.9,UPI,3.9,10.0,1.39,439.0,1.0,2025-03-14 07:26:00
VMX-14943,VM-200,Mumbai,Metro Station,08-01-2025,21:00:00,P-100,Lays Classic,Snacks,62.67,89.0,88.0,1.0,5514.96,RP-010,Rajesh,Maintenance,24.0,Cash,3.7,9.0,4.81,127.0,0.0,2025-01-08 21:00:00
VMX-14944,VM-025,Delhi,Office,16-03-2025,16:11:00,P-101,Pepsi Can,Drinks,19.37,47.0,34.0,13.0,658.58,RP-012,Kiran,Low Power,11.7,Card,4.1,83.0,1.02,409.0,0.0,2025-03-16 16:11:00
VMX-14945,VM-246,Delhi,College,05-01-2025,23:47:00,P-109,Doritos,Snacks,149.88,193.0,179.0,14.0,26828.52,RP-010,Rahul,Working,12.6,Cash,4.6,119.0,4.15,261.0,0.0,2025-01-05 23:47:00
VMX-14946,VM-086,Chennai,Office,04-09-2025,22:22:00,P-102,Bisleri Water,Drinks,24.05,191.0,171.0,20.0,4112.55,RP-016,Mahesh,Low Power,18.0,Cash,3.1,115.0,4.68,459.0,1.0,2025-09-04 22:22:00
VMX-14947,VM-062,Kolkata,Mall,20-02-2025,04:44:00,P-104,Red Bull,Drinks,73.63,190.0,179.0,11.0,13179.77,RP-001,Fatima,Low Power,19.4,UPI,4.1,41.0,1.02,341.0,0.0,2025-02-20 04:44:00
VMX-14948,VM-278,Chennai,Hospital,19-04-2025,00:23:00,P-107,Colgate Mini,Hygiene,15.39,177.0,168.0,9.0,2585.52,RP-003,Kiran,Working,23.3,UPI,2.4,13.0,4.38,248.0,0.0,2025-04-19 00:23:00
VMX-14949,VM-014,Hyderabad,Mall,14-04-2025,13:59:00,P-102,Bisleri Water,Drinks,111.05,98.0,97.0,1.0,10771.85,RP-016,Fatima,Working,16.9,Card,4.8,62.0,2.7,134.0,1.0,2025-04-14 13:59:00
VMX-14950,VM-279,Mumbai,Metro Station,15-06-2025,13:35:00,P-100,Lays Classic,Snacks,28.36,123.0,116.0,7.0,3289.76,RP-012,Deepa,Working,18.6,Cash,2.1,104.0,2.61,456.0,0.0,2025-06-15 13:35:00
VMX-14951,VM-073,Bangalore,Metro Station,22-01-2025,17:12:00,P-106,Snickers Bar,Snacks,94.01,130.0,115.0,15.0,10811.15,RP-015,Fatima,Working,22.6,Cash,3.6,86.0,2.18,446.0,0.0,2025-01-22 17:12:00
VMX-14952,VM-022,Hyderabad,Mall,18-08-2025,12:18:00,P-101,Pepsi Can,Drinks,128.8,31.0,22.0,9.0,2833.6,RP-018,Ravi,Low Power,10.7,Cash,2.6,52.0,1.37,145.0,1.0,2025-08-18 12:18:00
VMX-14953,VM-264,Kolkata,Metro Station,27-06-2025,13:32:00,P-104,Red Bull,Drinks,37.25,135.0,126.0,9.0,4693.5,RP-014,Fatima,Working,17.2,Cash,4.9,32.0,2.93,277.0,0.0,2025-06-27 13:32:00
VMX-14954,VM-290,Mumbai,Metro Station,09-09-2025,18:33:00,P-104,Red Bull,Drinks,70.63,104.0,85.0,19.0,6003.55,RP-014,Amit,Working,15.1,Card,3.0,48.0,2.93,311.0,0.0,2025-09-09 18:33:00
VMX-14955,VM-109,Pune,College,22-06-2025,05:12:00,P-103,Oreo Pack,Snacks,64.41,153.0,146.0,7.0,9403.86,RP-020,Rahul,Maintenance,24.8,UPI,2.4,83.0,3.73,295.0,1.0,2025-06-22 05:12:00
VMX-14956,VM-089,Pune,Mall,08-10-2025,18:48:00,P-100,Lays Classic,Snacks,29.3,146.0,138.0,8.0,4043.4,RP-008,Ravi,Working,11.2,Card,4.4,116.0,2.84,340.0,0.0,2025-10-08 18:48:00
VMX-14957,VM-099,Bangalore,Office,29-06-2025,22:22:00,P-102,Bisleri Water,Drinks,43.66,131.0,111.0,20.0,4846.26,RP-004,Rajesh,Low Power,18.8,Card,2.9,49.0,3.17,372.0,1.0,2025-06-29 22:22:00
VMX-14958,VM-117,Delhi,Metro Station,22-08-2025,03:19:00,P-107,Colgate Mini,Hygiene,24.65,174.0,133.0,9.0,4067.25,RP-012,Ravi,Maintenance,22.7,UPI,2.3,118.0,2.96,186.0,0.0,2025-08-22 03:19:00
VMX-14959,VM-100,Kolkata,College,19-08-2025,04:40:00,P-105,Dettol Wipe,Hygiene,44.2,84.0,70.0,14.0,3094.0,RP-008,Suresh,Maintenance,21.6,UPI,2.3,27.0,2.16,212.0,1.0,2025-08-19 04:40:00
VMX-14960,VM-175,Bangalore,Metro Station,09-02-2025,20:05:00,P-104,Red Bull,Drinks,84.54,118.0,103.0,15.0,8707.62,RP-012,Rajesh,Working,20.5,Cash,2.6,114.0,4.86,244.0,0.0,2025-02-09 20:05:00
VMX-14961,VM-018,Pune,Office,26-01-2025,20:30:00,P-104,Red Bull,Drinks,129.96,118.0,113.0,5.0,14685.48,RP-002,Ravi,Low Power,12.1,UPI,3.1,93.0,4.32,257.0,0.0,2025-01-26 20:30:00
VMX-14962,VM-128,Mumbai,Mall,15-01-2025,02:46:00,P-105,Dettol Wipe,Hygiene,46.53,105.0,90.0,15.0,4187.7,RP-006,Anita,Maintenance,13.4,Card,3.9,94.0,2.09,497.0,1.0,2025-01-15 02:46:00
VMX-14963,VM-041,Kolkata,Office,30-07-2025,22:36:00,P-107,Colgate Mini,Hygiene,22.12,169.0,156.0,13.0,3450.72,RP-019,Fatima,Working,15.1,UPI,3.2,51.0,1.42,89.0,0.0,2025-07-30 22:36:00
VMX-14964,VM-279,Chennai,Hospital,09-09-2025,03:05:00,P-102,Bisleri Water,Drinks,78.9,48.0,40.0,8.0,3156.0,RP-008,Mahesh,Low Power,18.4,Cash,3.2,107.0,4.51,272.0,0.0,2025-09-09 03:05:00
VMX-14965,VM-214,Delhi,Hospital,23-09-2025,14:16:00,P-103,Oreo Pack,Snacks,23.49,49.0,45.0,4.0,1057.05,RP-017,Suresh,Low Power,11.5,UPI,2.2,93.0,4.02,147.0,1.0,2025-09-23 14:16:00
VMX-14966,VM-106,Pune,Mall,11-03-2025,12:13:00,P-106,Snickers Bar,Snacks,109.84,39.0,21.0,18.0,2306.64,RP-002,Rahul,Working,24.7,Card,3.0,66.0,3.59,127.0,0.0,2025-03-11 12:13:00
VMX-14967,VM-272,Hyderabad,Metro Station,24-04-2025,09:58:00,P-100,Lays Classic,Snacks,10.9,88.0,76.0,12.0,828.4,RP-014,Rahul,Low Power,14.8,Card,4.0,119.0,4.49,273.0,0.0,2025-04-24 09:58:00
VMX-14968,VM-014,Bangalore,College,06-03-2025,02:10:00,P-104,Red Bull,Drinks,112.02,165.0,164.0,1.0,18371.28,RP-018,Amit,Maintenance,16.9,Card,4.9,104.0,4.87,385.0,1.0,2025-03-06 02:10:00
VMX-14969,VM-181,Kolkata,Office,26-07-2025,18:24:00,P-105,Dettol Wipe,Hygiene,67.87,182.0,171.0,11.0,11605.77,RP-006,Mahesh,Maintenance,24.0,UPI,3.7,19.0,1.65,383.0,1.0,2025-07-26 18:24:00
VMX-14970,VM-196,Mumbai,College,04-08-2025,10:50:00,P-100,Lays Classic,Snacks,136,97.0,88.0,9.0,11968.0,RP-004,Kiran,Working,20.1,Card,4.7,64.0,3.84,414.0,1.0,2025-08-04 10:50:00
VMX-14971,VM-153,Pune,College,27-07-2025,11:33:00,P-108,Sprite Bottle,Drinks,52.61,190.0,188.0,2.0,9890.68,RP-009,Anita,Working,15.7,UPI,2.1,23.0,2.42,275.0,0.0,2025-07-27 11:33:00
VMX-14972,VM-266,Bangalore,Metro Station,07-01-2025,06:02:00,P-104,Red Bull,Drinks,94.69,150.0,140.0,10.0,13256.6,RP-020,Amit,Low Power,14.0,Card,3.7,105.0,4.26,54.0,0.0,2025-01-07 06:02:00
VMX-14973,VM-155,Bangalore,Mall,25-03-2025,02:35:00,P-105,Dettol Wipe,Hygiene,131.39,85.0,80.0,5.0,10511.2,RP-007,Mahesh,Low Power,14.1,Card,3.4,108.0,3.83,229.0,0.0,2025-03-25 02:35:00
VMX-14974,VM-239,Delhi,Office,05-03-2025,01:53:00,P-104,Red Bull,Drinks,120.99,183.0,183.0,0.0,22141.17,RP-019,Mahesh,Working,21.0,UPI,4.7,24.0,3.78,241.0,1.0,2025-03-05 01:53:00
VMX-14975,VM-151,Mumbai,Office,21-07-2025,13:28:00,P-102,Bisleri Water,Drinks,85.72,35.0,26.0,9.0,2228.72,RP-020,Suresh,Working,15.4,UPI,2.9,75.0,3.45,311.0,1.0,2025-07-21 13:28:00
VMX-14976,VM-239,Delhi,Mall,07-02-2025,22:32:00,P-104,Red Bull,Drinks,35.75,186.0,186.0,0.0,6649.5,RP-008,Rahul,Maintenance,23.8,Card,3.0,58.0,3.25,313.0,0.0,2025-02-07 22:32:00
VMX-14977,VM-288,Chennai,Mall,17-03-2025,08:33:00,P-106,Snickers Bar,Snacks,70.84,111.0,101.0,10.0,7154.84,RP-002,Suresh,Low Power,16.4,UPI,4.5,57.0,1.83,179.0,0.0,2025-03-17 08:33:00
VMX-14978,VM-224,Mumbai,Mall,12-07-2025,11:52:00,P-100,Lays Classic,Snacks,17.28,114.0,108.0,6.0,1866.24,RP-016,Amit,Maintenance,21.9,UPI,3.5,108.0,2.97,86.0,0.0,2025-07-12 11:52:00
VMX-14979,VM-066,Chennai,Mall,20-05-2025,03:19:00,P-108,Sprite Bottle,Drinks,145.73,158.0,150.0,8.0,21859.5,RP-008,Kiran,Working,23.7,Card,4.6,77.0,1.09,334.0,1.0,2025-05-20 03:19:00
VMX-14980,VM-139,Kolkata,Office,07-09-2025,06:23:00,P-107,Colgate Mini,Hygiene,54.27,146.0,129.0,17.0,7000.83,RP-014,Suresh,Low Power,12.6,Card,3.1,29.0,2.4,208.0,1.0,2025-09-07 06:23:00
VMX-14981,VM-116,Chennai,Metro Station,24-06-2025,04:31:00,P-102,Bisleri Water,Drinks,141.48,129.0,116.0,13.0,16411.68,RP-013,Deepa,Low Power,12.3,Card,3.5,97.0,1.21,90.0,1.0,2025-06-24 04:31:00
VMX-14982,VM-064,Chennai,Hospital,08-08-2025,20:31:00,P-106,Snickers Bar,Snacks,91.46,119.0,107.0,12.0,9786.22,RP-007,Mahesh,Maintenance,21.2,Card,3.1,17.0,2.37,280.0,1.0,2025-08-08 20:31:00
VMX-14983,VM-010,Bangalore,Hospital,25-01-2025,01:50:00,P-107,Colgate Mini,Hygiene,100.73,118.0,106.0,12.0,10677.38,RP-007,Ravi,Working,17.0,UPI,4.3,9.0,4.91,215.0,1.0,2025-01-25 01:50:00
VMX-14984,VM-067,Bangalore,Office,13-03-2025,11:58:00,P-108,Sprite Bottle,Drinks,57.68,178.0,160.0,18.0,9228.8,RP-002,Amit,Maintenance,11.3,Card,3.8,7.0,2.6,157.0,1.0,2025-03-13 11:58:00
VMX-14985,VM-233,Delhi,Hospital,26-05-2025,08:53:00,P-109,Doritos,Snacks,120.58,132.0,118.0,14.0,14228.44,RP-010,Rahul,Working,20.0,Cash,4.6,4.0,1.86,336.0,0.0,2025-05-26 08:53:00
VMX-14986,VM-052,Delhi,Hospital,31-03-2025,03:38:00,P-107,Colgate Mini,Hygiene,131.28,116.0,98.0,18.0,12865.44,RP-016,Rajesh,Working,21.8,Card,3.2,107.0,3.3,492.0,1.0,2025-03-31 03:38:00
VMX-14987,VM-072,Mumbai,Metro Station,07-03-2025,17:12:00,P-107,Colgate Mini,Hygiene,94.23,161.0,160.0,1.0,15076.8,RP-004,Rajesh,Maintenance,18.7,UPI,4.0,60.0,4.02,271.0,0.0,2025-03-07 17:12:00
VMX-14988,VM-227,Kolkata,Metro Station,26-06-2025,03:10:00,P-103,Oreo Pack,Snacks,14.27,26.0,17.0,9.0,242.59,RP-020,Ravi,Maintenance,16.2,UPI,2.3,9.0,1.99,69.0,0.0,2025-06-26 03:10:00
VMX-14989,VM-104,Kolkata,Office,12-01-2025,22:28:00,P-108,Sprite Bottle,Drinks,104.99,51.0,48.0,3.0,5039.52,RP-012,Amit,Low Power,17.7,UPI,4.1,18.0,2.77,410.0,0.0,2025-01-12 22:28:00
VMX-14990,VM-105,Chennai,Metro Station,14-09-2025,22:34:00,P-100,Lays Classic,Snacks,61.84,188.0,182.0,6.0,11254.88,RP-018,Rajesh,Maintenance,17.0,Card,4.6,94.0,2.09,227.0,1.0,2025-09-14 22:34:00
VMX-14991,VM-281,Chennai,Hospital,12-01-2025,16:27:00,P-107,Colgate Mini,Hygiene,92.99,194.0,178.0,16.0,16552.22,RP-014,Amit,Low Power,20.4,Card,3.7,57.0,1.66,447.0,0.0,2025-01-12 16:27:00
