transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag
VMX-16391,VM-094,Bangalore,College,05-03-2025,01:57:00,P-108,Sprite Bottle,Drinks,112.27,51,31,20,3480.37,RP-002,Suresh,Maintenance,23.6,Cash,3.5,82,4.73,358,0
VMX-16392,VM-099,Delhi,Hospital,04-03-2025,07:48:00,P-109,Doritos,Snacks,37.53,92,74,18,2777.22,RP-010,Mahesh,Maintenance,11.9,Cash,3.5,43,2.94,363,0
VMX-16393,VM-046,Bangalore,Hospital,31-03-2025,23:15:00,P-100,Lays Classic,Snacks,16.65,61,48,13,799.2,RP-016,Deepa,Maintenance,24.3,UPI,2.4,67,3.74,306,1
VMX-16394,VM-046,Mumbai,Hospital,15-08-2025,09:37:00,P-108,Sprite Bottle,Drinks,61.07,51,46,5,2809.22,RP-002,Kiran,Low Power,12.9,UPI,2.8,3,4.06,108,1
VMX-16395,VM-064,Hyderabad,Metro Station,16-02-2025,08:26:00,P-103,Oreo Pack,Snacks,86.38,175,171,4,14770.98,RP-004,Rahul,Maintenance,13,Cash,4.8,27,4.79,135,0
VMX-16396,VM-138,Delhi,Mall,21-02-2025,00:33:00,P-101,Pepsi Can,Drinks,55.75,29,16,13,892,RP-006,Suresh,Maintenance,22.7,Cash,4.4,85,1.63,90,1
VMX-16397,VM-197,Bangalore,Office,29-05-2025,09:52:00,P-108,Sprite Bottle,Drinks,75.3,78,67,11,5045.1,RP-020,Rajesh,Maintenance,14.2,Cash,2.4,40,1.41,374,0
VMX-16398,VM-178,Kolkata,College,18-03-2025,16:10:00,P-104,Red Bull,Drinks,107.42,111,99,12,10634.58,RP-012,Anita,Working,18.4,UPI,3.3,5,3.97,195,1
VMX-16399,VM-137,Mumbai,Metro Station,07-09-2025,13:29:00,P-101,Pepsi Can,Drinks,66.53,176,159,17,10578.27,RP-009,Rajesh,Maintenance,19,Cash,3.2,98,4.33,241,0
VMX-16400,VM-145,Kolkata,Metro Station,08-02-2025,16:59:00,P-104,Red Bull,Drinks,60.68,75,75,0,4551,RP-017,Amit,Low Power,12.2,Cash,4.2,63,4.92,118,0
VMX-16401,VM-193,Chennai,Office,18-07-2025,06:14:00,P-106,Snickers Bar,Snacks,27.17,168,158,10,4292.86,RP-009,Rahul,Low Power,23.5,Card,2.4,26,1.41,447,0
VMX-16402,VM-096,Chennai,College,14-02-2025,21:25:00,P-108,Sprite Bottle,Drinks,70.96,105,85,20,6031.6,RP-001,Anita,Working,12.4,UPI,5,39,1.38,474,1
VMX-16403,VM-262,Hyderabad,College,22-02-2025,21:03:00,P-100,Lays Classic,Snacks,127.04,62,59,3,7495.36,RP-004,Rahul,Working,20.3,UPI,2.4,0,1.06,108,1
VMX-16404,VM-271,Bangalore,Office,15-05-2025,12:46:00,P-105,Dettol Wipe,Hygiene,116.46,150,140,10,16304.4,RP-009,Rajesh,Maintenance,24.3,Card,3.8,60,1.49,295,1
VMX-16405,VM-231,Pune,Metro Station,17-01-2025,20:27:00,P-106,Snickers Bar,Snacks,75.39,142,140,2,10554.6,RP-011,Suresh,Low Power,16.2,Cash,4.3,99,1.3,319,1
VMX-16406,VM-106,Delhi,Hospital,31-08-2025,20:26:00,P-106,Snickers Bar,Snacks,129,66,65,1,8385,RP-015,Anita,Low Power,24.9,Card,2.4,3,3.37,491,1
VMX-16407,VM-142,Mumbai,Hospital,14-09-2025,14:34:00,P-102,Bisleri Water,Drinks,41.03,126,116,10,4759.48,RP-018,Kiran,Maintenance,18.9,Cash,2.8,69,3.52,130,0
VMX-16408,VM-120,Mumbai,College,12-03-2025,02:04:00,P-104,Red Bull,Drinks,23.57,167,167,0,3936.19,RP-002,Deepa,Maintenance,24.5,Card,4.7,30,3.87,395,1
VMX-16409,VM-250,Bangalore,College,03-06-2025,00:34:00,P-100,Lays Classic,Snacks,31.41,97,97,0,3046.77,RP-010,Rajesh,Low Power,20.8,UPI,4.4,73,1.07,337,0
VMX-16410,VM-256,Pune,Mall,08-08-2025,09:25:00,P-105,Dettol Wipe,Hygiene,17.68,123,122,1,2156.96,RP-013,Fatima,Working,13.1,UPI,4.3,108,3.36,486,0
VMX-16411,VM-105,Delhi,Office,06-07-2025,06:36:00,P-107,Colgate Mini,Hygiene,134.59,86,76,10,10228.84,RP-012,Fatima,Maintenance,24.5,UPI,2.7,103,2.87,84,1
VMX-16412,VM-236,Pune,Hospital,14-03-2025,13:16:00,P-107,Colgate Mini,Hygiene,31.14,47,42,5,1307.88,RP-010,Fatima,Low Power,15.6,Cash,4.6,95,3.44,449,0
VMX-16413,VM-288,Bangalore,Hospital,04-05-2025,22:34:00,P-104,Red Bull,Drinks,78.52,97,78,19,6124.56,RP-019,Kiran,Working,11,Cash,2.3,28,2.15,441,1
VMX-16414,VM-207,Delhi,Metro Station,26-06-2025,19:09:00,P-104,Red Bull,Drinks,35.82,179,168,11,6017.76,RP-010,Kiran,Maintenance,13.9,Card,2.7,100,3.33,427,0
VMX-16415,VM-286,Pune,College,18-02-2025,07:21:00,P-103,Oreo Pack,Snacks,137.36,36,23,13,3159.28,RP-014,Kiran,Low Power,19.3,Cash,3.5,58,4.63,301,0
VMX-16416,VM-238,Chennai,Mall,03-07-2025,08:03:00,P-100,Lays Classic,Snacks,118.41,114,104,10,12314.64,RP-010,Fatima,Low Power,16.9,Cash,3.7,79,4.93,177,1
VMX-16417,VM-095,Bangalore,Hospital,17-08-2025,22:24:00,P-101,Pepsi Can,Drinks,129.74,122,118,4,15309.32,RP-016,Rahul,Maintenance,11.1,Cash,3.9,50,4.32,263,0
VMX-16418,VM-141,Hyderabad,College,17-02-2025,02:28:00,P-108,Sprite Bottle,Drinks,103.35,158,151,7,15605.85,RP-010,Suresh,Working,21.7,Cash,3.2,64,2.63,128,1
VMX-16419,VM-020,Pune,College,13-01-2025,03:45:00,P-107,Colgate Mini,Hygiene,85.88,142,142,0,12194.96,RP-013,Suresh,Low Power,10.5,Cash,3.1,97,2.2,394,0
VMX-16420,VM-088,Hyderabad,Office,01-01-2025,06:32:00,P-108,Sprite Bottle,Drinks,37.64,32,13,19,489.32,RP-017,Kiran,Working,20.1,Cash,2.2,15,4.67,167,0
VMX-16421,VM-101,Bangalore,Hospital,15-06-2025,15:51:00,P-101,Pepsi Can,Drinks,134.33,193,182,11,24448.06,RP-020,Mahesh,Maintenance,19.5,Cash,4.3,12,2.12,218,0
VMX-16422,VM-187,Hyderabad,Metro Station,17-04-2025,18:01:00,P-102,Bisleri Water,Drinks,39.21,140,139,1,5450.19,RP-001,Rajesh,Working,22.8,Cash,2.4,45,3.43,214,0
VMX-16423,VM-110,Mumbai,Mall,30-08-2025,01:45:00,P-109,Doritos,Snacks,87.01,103,85,18,7395.85,RP-004,Anita,Working,17.8,Cash,4.4,45,3.64,195,1
VMX-16424,VM-230,Delhi,Office,04-05-2025,07:58:00,P-100,Lays Classic,Snacks,64.61,92,89,3,5750.29,RP-011,Amit,Working,15.4,Cash,4.4,21,2.76,281,0
VMX-16425,VM-259,Chennai,Metro Station,03-09-2025,02:36:00,P-103,Oreo Pack,Snacks,64.68,176,156,20,10090.08,RP-011,Ravi,Working,24.2,Cash,2.7,55,1.86,256,0
VMX-16426,VM-131,Chennai,Hospital,30-04-2025,00:49:00,P-109,Doritos,Snacks,37.49,171,159,12,5960.91,RP-003,Deepa,Low Power,24.8,UPI,2.6,93,1.23,285,1
VMX-16427,VM-273,Kolkata,Metro Station,18-02-2025,11:10:00,P-100,Lays Classic,Snacks,32.29,83,67,16,2163.43,RP-015,Kiran,Working,24.3,UPI,3.4,96,2.17,91,0
VMX-16428,VM-098,Mumbai,College,14-04-2025,13:03:00,P-107,Colgate Mini,Hygiene,56.6,106,106,0,5999.6,RP-006,Suresh,Working,22.6,UPI,3.3,4,1.5,458,0
VMX-16429,VM-080,Hyderabad,Mall,22-08-2025,05:05:00,P-108,Sprite Bottle,Drinks,98.67,182,168,14,16576.56,RP-005,Rajesh,Low Power,14.1,UPI,2.2,39,1.59,276,0
VMX-16430,VM-091,Bangalore,Office,21-04-2025,20:07:00,P-109,Doritos,Snacks,12.74,84,81,3,1031.94,RP-013,Ravi,Low Power,14.3,UPI,4.2,112,3.9,269,1
VMX-16431,VM-219,Pune,Hospital,16-04-2025,22:21:00,P-101,Pepsi Can,Drinks,124.21,127,127,0,15774.67,RP-013,Ravi,Maintenance,15.1,UPI,2.4,66,3.14,402,0
VMX-16432,VM-187,Mumbai,Office,21-03-2025,14:51:00,P-104,Red Bull,Drinks,135.64,44,39,5,5289.96,RP-015,Ravi,Working,19.3,Card,4.4,68,4.54,391,0
VMX-16433,VM-206,Mumbai,Metro Station,28-06-2025,20:03:00,P-101,Pepsi Can,Drinks,146.75,70,50,20,7337.5,RP-013,Anita,Maintenance,20,Cash,2.6,109,2.4,86,0
VMX-16434,VM-066,Mumbai,Metro Station,06-09-2025,02:19:00,P-105,Dettol Wipe,Hygiene,66.74,161,146,15,9744.04,RP-016,Suresh,Working,17.2,UPI,3.4,16,2.68,397,1
VMX-16435,VM-044,Kolkata,College,14-04-2025,12:46:00,P-109,Doritos,Snacks,37.86,96,85,11,3218.1,RP-011,Ravi,Working,18.2,Cash,2.3,42,3.88,107,1
VMX-16436,VM-066,Bangalore,Office,26-06-2025,10:07:00,P-103,Oreo Pack,Snacks,53.48,181,171,10,9145.08,RP-006,Amit,Maintenance,21.9,Card,3.3,20,3.16,135,0
VMX-16437,VM-134,Hyderabad,Office,25-06-2025,00:28:00,P-106,Snickers Bar,Snacks,56.6,129,129,0,7301.4,RP-001,Rajesh,Working,13.4,Card,4.7,75,2.35,199,0
VMX-16438,VM-148,Delhi,Mall,07-05-2025,23:01:00,P-108,Sprite Bottle,Drinks,71.83,148,144,4,10343.52,RP-002,Rajesh,Maintenance,11.2,Cash,2.4,34,1.61,66,1
VMX-16439,VM-167,Pune,Office,29-04-2025,19:04:00,P-105,Dettol Wipe,Hygiene,40.91,179,178,1,7281.98,RP-020,Kiran,Working,19.6,Card,2.8,44,2.96,69,1
VMX-16440,VM-039,Mumbai,Hospital,05-05-2025,23:22:00,P-105,Dettol Wipe,Hygiene,84.09,189,170,19,14295.3,RP-011,Mahesh,Working,14.3,UPI,4.7,113,1.34,500,1
VMX-16441,VM-152,Pune,Mall,22-04-2025,04:42:00,P-104,Red Bull,Drinks,87.73,74,66,8,5790.18,RP-008,Fatima,Maintenance,23,Card,4.2,21,4.49,233,0
VMX-16442,VM-240,Hyderabad,Office,29-07-2025,06:26:00,P-100,Lays Classic,Snacks,107.67,22,13,9,1399.71,RP-011,Rajesh,Maintenance,19.4,UPI,2.7,107,1.2,284,1
VMX-16443,VM-203,Pune,Mall,02-08-2025,22:08:00,P-101,Pepsi Can,Drinks,60.58,90,88,2,5331.04,RP-006,Amit,Maintenance,14.8,UPI,2.6,78,3.06,495,0
VMX-16444,VM-197,Bangalore,College,30-08-2025,22:44:00,P-105,Dettol Wipe,Hygiene,11.11,30,15,15,166.65,RP-006,Mahesh,Low Power,12.7,Cash,4.5,44,4.93,283,0
VMX-16445,VM-207,Bangalore,Office,19-05-2025,13:38:00,P-107,Colgate Mini,Hygiene,54.49,120,104,16,5666.96,RP-003,Amit,Working,17.8,Cash,2.4,0,2.26,401,0
VMX-16446,VM-052,Pune,Office,04-05-2025,04:29:00,P-106,Snickers Bar,Snacks,136.63,194,185,9,25276.55,RP-020,Suresh,Working,18.2,Card,2.1,105,4.32,444,1
VMX-16447,VM-241,Pune,College,17-09-2025,22:42:00,P-106,Snickers Bar,Snacks,67.62,33,29,4,1960.98,RP-005,Suresh,Working,13.9,Card,4.6,12,3.81,293,1
VMX-16448,VM-204,Bangalore,Metro Station,06-03-2025,07:05:00,P-106,Snickers Bar,Snacks,138.79,141,141,0,19569.39,RP-008,Amit,Maintenance,18,Cash,2.3,89,1.7,175,1
VMX-16449,VM-035,Hyderabad,Metro Station,25-01-2025,17:42:00,P-108,Sprite Bottle,Drinks,105.58,111,107,4,11297.06,RP-015,Rahul,Low Power,22.1,Cash,3.5,40,3.2,59,1
VMX-16450,VM-072,Delhi,Office,07-07-2025,17:33:00,P-109,Doritos,Snacks,error,143,136,7,14401.04,RP-010,Ravi,Low Power,17.2,Cash,3.8,113,3.01,84,0
VMX-16451,VM-065,Chennai,Hospital,30-06-2025,14:11:00,P-109,Doritos,Snacks,47.69,105,98,7,4673.62,RP-010,Amit,Working,15.9,UPI,4.4,88,4.22,309,0
VMX-16452,VM-050,Kolkata,Metro Station,11-05-2025,23:45:00,P-105,Dettol Wipe,Hygiene,54.78,63,62,1,3396.36,RP-015,Rahul,Low Power,14.8,UPI,3.3,1,4.87,88,0
VMX-16453,VM-162,Pune,Office,27-05-2025,12:40:00,P-108,Sprite Bottle,Drinks,61.25,159,157,2,9616.25,RP-001,Amit,Maintenance,11,Card,3.1,9,2.1,170,1
VMX-16454,VM-189,Bangalore,Office,09-07-2025,12:37:00,P-100,Lays Classic,Snacks,141.49,45,40,5,5659.6,RP-020,Kiran,Working,20.1,UPI,3.2,100,2.59,208,0
VMX-16455,VM-259,Hyderabad,Office,21-06-2025,14:53:00,P-104,Red Bull,Drinks,82.65,79,76,3,6281.4,RP-005,Kiran,Working,22.4,UPI,2.8,4,1.19,454,0
VMX-16456,VM-187,Delhi,Metro Station,12-07-2025,14:39:00,P-100,Lays Classic,Snacks,72.92,93,85,8,6198.2,RP-014,Ravi,Low Power,22.2,Card,3.4,110,4.68,387,1
VMX-16457,VM-127,Hyderabad,Office,01-01-2025,04:15:00,P-106,Snickers Bar,Snacks,118.08,167,147,20,17357.76,RP-006,Ravi,Low Power,18.4,UPI,3.9,26,4.73,128,0
VMX-16458,VM-065,Hyderabad,Mall,27-05-2025,16:42:00,P-100,Lays Classic,Snacks,75.26,143,129,14,9708.54,RP-012,Rajesh,Maintenance,10.5,Cash,3.2,45,3.23,386,0
VMX-16459,VM-226,Pune,Office,17-04-2025,16:57:00,P-107,Colgate Mini,Hygiene,53.41,161,148,13,7904.68,RP-007,Rahul,Maintenance,19.4,UPI,3.4,113,4.33,343,0
VMX-16460,VM-157,Delhi,Mall,03-08-2025,13:34:00,P-104,Red Bull,Drinks,115.37,49,30,19,3461.1,RP-020,Amit,Working,18.4,Cash,4.5,21,1.75,218,1
VMX-16461,VM-249,Pune,College,03-07-2025,21:23:00,P-103,Oreo Pack,Snacks,128.51,179,164,15,21075.64,RP-013,Suresh,Maintenance,21.2,Card,3.2,9,2.78,154,0
VMX-16462,VM-091,Chennai,Metro Station,11-04-2025,07:59:00,P-101,Pepsi Can,Drinks,124.28,166,150,16,18642,RP-005,Suresh,Low Power,21.3,Card,4.4,26,1.28,310,0
VMX-16463,VM-134,Hyderabad,Metro Station,14-03-2025,00:17:00,P-109,Doritos,Snacks,124.43,154,147,7,18291.21,RP-007,Anita,Low Power,17.3,UPI,3.6,68,3.44,266,0
VMX-16464,VM-252,Hyderabad,Mall,15-03-2025,12:44:00,P-109,Doritos,Snacks,139.09,63,45,18,6259.05,RP-009,Fatima,Maintenance,11.5,Card,2.9,108,3.09,446,1
VMX-16465,VM-111,Pune,Metro Station,27-03-2025,04:59:00,P-104,Red Bull,Drinks,34.5,74,66,8,2277,RP-007,Kiran,Low Power,10.9,Cash,2.6,73,1.08,417,0
VMX-16466,VM-044,Kolkata,Hospital,29-08-2025,05:21:00,P-106,Snickers Bar,Snacks,17.93,29,18,11,322.74,RP-017,Anita,Low Power,21.5,Card,2.7,120,2,265,0
VMX-16467,VM-125,Bangalore,College,08-08-2025,10:26:00,P-105,Dettol Wipe,Hygiene,79.88,194,193,1,15416.84,RP-001,Suresh,Low Power,14.4,UPI,2.4,7,3.75,374,0
VMX-16468,VM-111,Kolkata,Metro Station,10-02-2025,11:32:00,P-104,Red Bull,Drinks,78.84,32,15,17,1182.6,RP-005,Mahesh,Maintenance,12.5,Cash,4.2,58,1.32,136,1
VMX-16469,VM-087,Mumbai,Metro Station,05-05-2025,11:53:00,P-104,Red Bull,Drinks,31.45,80,76,4,2390.2,RP-003,Kiran,Working,10.8,Cash,2.6,94,1.07,225,1
VMX-16470,VM-164,Delhi,College,28-09-2025,22:48:00,P-103,Oreo Pack,Snacks,104.21,66,60,6,6252.6,RP-019,Rahul,Working,23.1,Cash,2.2,89,4.14,348,1
VMX-16471,VM-090,Pune,College,15-03-2025,10:55:00,P-107,Colgate Mini,Hygiene,84.95,32,19,13,1614.05,RP-017,Rajesh,Maintenance,16.6,UPI,2.5,18,4.21,160,1
VMX-16472,VM-006,Delhi,Hospital,03-07-2025,02:30:00,P-107,Colgate Mini,Hygiene,117.58,83,79,4,9288.82,RP-014,Rajesh,Maintenance,24.3,UPI,3.7,63,2.86,209,0
VMX-16473,VM-128,Mumbai,Mall,08-04-2025,04:57:00,P-102,Bisleri Water,Drinks,23.24,181,168,13,3904.32,RP-020,Ravi,Working,20.9,UPI,4.7,19,2.55,481,0
VMX-16474,VM-217,Pune,College,01-03-2025,01:40:00,P-107,Colgate Mini,Hygiene,133.99,116,110,6,14738.9,RP-011,Anita,Low Power,20,Card,4.3,94,4.85,389,1
VMX-16475,VM-220,Chennai,Hospital,09-04-2025,14:52:00,P-102,Bisleri Water,Drinks,137.8,180,160,20,22048,RP-018,Suresh,Working,18.4,UPI,2.4,44,4.21,251,1
VMX-16476,VM-078,Kolkata,Mall,15-05-2025,01:37:00,P-106,Snickers Bar,Snacks,58.75,97,89,8,5228.75,RP-001,Ravi,Working,23.3,Card,4,62,4.78,306,0
VMX-16477,VM-152,Chennai,Hospital,11-02-2025,09:09:00,P-100,Lays Classic,Snacks,127.99,31,17,14,2175.83,RP-013,Ravi,Low Power,23.1,Cash,4.2,40,3.13,264,1
VMX-16478,VM-074,Mumbai,College,10-05-2025,12:03:00,P-109,Doritos,Snacks,98.98,65,57,8,5641.86,RP-019,Suresh,Working,14,Cash,2.3,24,1.82,292,0
VMX-16479,VM-059,Pune,Metro Station,05-05-2025,09:36:00,P-108,Sprite Bottle,Drinks,49.6,142,134,8,6646.4,RP-016,Anita,Maintenance,16.7,UPI,2.8,73,1.69,407,1
VMX-16480,VM-280,Delhi,Office,25-01-2025,16:36:00,P-101,Pepsi Can,Drinks,99.79,82,77,5,7683.83,RP-004,Deepa,Low Power,11.1,Card,4.4,39,1.68,95,0
,VM-091,Kolkata,Metro Station,29-09-2025,17:34:00,P-100,Lays Classic,Snacks,119.81,115,98,17,11741.38,RP-018,Rajesh,Working,13.9,Cash,4.5,113,3.67,227,1
VMX-16482,VM-292,Bangalore,Metro Station,30-05-2025,21:01:00,P-106,Snickers Bar,Snacks,78.27,124,107,17,8374.89,RP-001,Ravi,Maintenance,21,UPI,3.2,95,1.44,425,0
VMX-16483,VM-036,Chennai,Office,14-04-2025,05:22:00,P-104,Red Bull,Drinks,144.74,97,96,1,13895.04,RP-001,Amit,Working,19,Card,3.1,23,2.01,108,0
VMX-16484,VM-230,Pune,College,26-02-2025,04:41:00,P-107,Colgate Mini,Hygiene,18.47,46,38,8,701.86,RP-019,Rajesh,Working,17.7,Cash,3.8,99,2.56,142,0
VMX-16485,VM-123,Chennai,Office,19-04-2025,01:27:00,P-103,Oreo Pack,Snacks,132.58,60,45,15,5966.1,RP-008,Kiran,Working,18.5,Cash,4.9,94,3.34,327,0
VMX-16486,VM-004,Kolkata,Hospital,04-09-2025,13:16:00,P-101,Pepsi Can,Drinks,102.25,60,42,18,4294.5,RP-005,Mahesh,Maintenance,15.1,UPI,3.6,29,1.86,82,1
VMX-16487,VM-282,Kolkata,Metro Station,28-05-2025,13:58:00,P-104,Red Bull,Drinks,121.22,165,157,8,19031.54,RP-003,Suresh,Working,11.5,Cash,4.5,28,1.21,320,1
VMX-16488,VM-236,Hyderabad,Mall,01-05-2025,13:13:00,P-108,Sprite Bottle,Drinks,error,164,163,1,15295.92,RP-014,Ravi,Low Power,12.3,Cash,5,73,1.98,458,1
VMX-16489,VM-005,Delhi,Metro Station,10-09-2025,08:56:00,P-102,Bisleri Water,Drinks,90.25,166,147,19,13266.75,RP-001,Amit,Maintenance,23.1,Cash,3.5,42,4.89,140,1
VMX-16490,VM-049,Delhi,Hospital,31-05-2025,14:38:00,P-104,Red Bull,Drinks,54.12,128,112,16,6061.44,RP-006,Rajesh,Maintenance,17.7,Cash,2.5,87,4.14,462,0
VMX-16491,VM-074,Kolkata,Mall,22-08-2025,11:24:00,P-104,Red Bull,Drinks,20.5,169,153,16,3136.5,RP-011,Kiran,Low Power,22.4,UPI,2.4,34,1.62,247,1
VMX-16492,VM-014,Chennai,Hospital,22-02-2025,02:42:00,P-107,Colgate Mini,Hygiene,49.85,154,140,14,6979,RP-015,Suresh,Working,20.9,Card,3.9,116,2.47,134,1
VMX-16493,VM-099,Pune,Mall,11-02-2025,16:25:00,P-103,Oreo Pack,Snacks,16.37,113,97,16,1587.89,RP-012,Anita,Working,15.9,UPI,4.8,61,2.47,52,1
VMX-16494,VM-287,Kolkata,Office,28-03-2025,04:24:00,P-105,Dettol Wipe,Hygiene,64.19,121,102,19,6547.38,RP-005,Mahesh,Maintenance,22.7,Cash,4.4,82,1.36,269,0
VMX-16495,VM-068,Bangalore,Hospital,24-03-2025,15:03:00,P-105,Dettol Wipe,Hygiene,76.64,176,162,14,12415.68,RP-005,Rahul,Low Power,12.9,Cash,4.3,89,1.64,427,0
VMX-16496,VM-233,Bangalore,Metro Station,21-05-2025,08:23:00,P-104,Red Bull,Drinks,75.46,124,117,7,8828.82,RP-006,Kiran,Working,24.6,UPI,3.4,51,2.98,137,1
VMX-16497,VM-195,Hyderabad,College,26-05-2025,19:35:00,P-102,Bisleri Water,Drinks,58.18,164,148,16,8610.64,RP-016,Rajesh,Low Power,19.8,Card,4.5,55,1.6,426,0
VMX-16498,VM-062,Pune,Metro Station,15-05-2025,20:55:00,P-107,Colgate Mini,Hygiene,19.91,128,113,15,2249.83,RP-001,Deepa,Working,15.1,Cash,4.8,76,5,191,1
VMX-16499,VM-291,Chennai,Hospital,28-05-2025,03:30:00,P-102,Bisleri Water,Drinks,23.57,150,131,19,3087.67,RP-012,Fatima,Working,19.6,Card,3.2,54,4.75,387,0
VMX-16500,VM-057,Kolkata,Hospital,12-04-2025,21:27:00,P-107,Colgate Mini,Hygiene,65.73,184,166,18,10911.18,RP-007,Amit,Maintenance,19.5,Cash,2.9,69,4.15,158,0
VMX-16501,VM-138,Chennai,Office,19-03-2025,10:04:00,P-108,Sprite Bottle,Drinks,139.5,138,131,7,18274.5,RP-014,Mahesh,Low Power,20,UPI,4.3,33,4.69,378,0
VMX-16502,VM-160,Chennai,Metro Station,06-02-2025,16:38:00,P-103,Oreo Pack,Snacks,108.42,140,122,18,13227.24,RP-020,Rajesh,Working,16.9,UPI,4.3,116,4.92,191,0
VMX-16503,VM-289,Delhi,Metro Station,01-09-2025,22:22:00,P-101,Pepsi Can,Drinks,42.93,190,181,9,7770.33,RP-007,Deepa,Working,17.5,Card,4.6,97,1.33,444,1
VMX-16504,VM-155,Mumbai,Mall,06-04-2025,02:44:00,P-105,Dettol Wipe,Hygiene,57.76,175,170,5,9819.2,RP-005,Fatima,Low Power,22.2,Card,4.6,15,4.71,266,0
VMX-16505,VM-296,Hyderabad,Mall,29-04-2025,20:48:00,P-105,Dettol Wipe,Hygiene,99.11,174,157,17,15560.27,RP-012,Mahesh,Maintenance,22.9,Cash,2.5,82,1.8,124,0
VMX-16506,VM-053,Hyderabad,Hospital,17-07-2025,21:56:00,P-105,Dettol Wipe,Hygiene,92.8,125,105,20,9744,RP-010,Kiran,Low Power,21.3,Cash,3.8,79,4.11,55,1
VMX-16507,VM-275,Bangalore,Metro Station,27-07-2025,10:31:00,P-101,Pepsi Can,Drinks,121.42,34,26,8,3156.92,RP-011,Rajesh,Maintenance,23.2,UPI,3.4,41,1.03,103,0
VMX-16508,VM-117,Bangalore,Mall,21-01-2025,17:19:00,P-100,Lays Classic,Snacks,34.89,107,87,20,3035.43,RP-010,Anita,Maintenance,17,Cash,3.5,44,3.58,238,1
VMX-16509,VM-044,Delhi,Hospital,05-09-2025,01:37:00,P-106,Snickers Bar,Snacks,73.42,192,191,1,14023.22,RP-003,Rajesh,Working,23.9,Card,4.4,109,4.55,191,1
VMX-16510,VM-011,Kolkata,Metro Station,06-09-2025,11:35:00,P-100,Lays Classic,Snacks,95.17,108,96,12,9136.32,RP-010,Fatima,Working,20.3,Cash,2.6,76,4.41,343,0
VMX-16511,VM-098,Bangalore,Office,07-02-2025,17:49:00,P-107,Colgate Mini,Hygiene,104.82,95,-59,2,9748.26,RP-004,Mahesh,Maintenance,12,UPI,3.3,1,2.51,199,0
VMX-16512,VM-052,Pune,College,13-03-2025,11:05:00,P-104,Red Bull,Drinks,139.76,175,174,1,24318.24,RP-005,Anita,Low Power,22.4,Cash,2.6,50,3.82,265,1
VMX-16513,VM-094,Kolkata,College,02-09-2025,15:54:00,P-102,Bisleri Water,Drinks,131.4,154,134,20,17607.6,RP-016,Fatima,Working,19.5,UPI,4.7,27,2.42,464,0
VMX-16514,VM-120,Delhi,Metro Station,04-03-2025,14:14:00,P-101,Pepsi Can,Drinks,142.2,196,176,20,25027.2,RP-015,Ravi,Maintenance,11.8,Cash,3.5,59,3.2,146,0
VMX-16515,VM-030,Mumbai,College,19-08-2025,14:15:00,P-106,Snickers Bar,Snacks,81.47,124,118,6,9613.46,RP-007,Kiran,Maintenance,11.8,Card,2.4,53,1.03,399,1
VMX-16516,VM-093,Pune,Metro Station,06-09-2025,22:22:00,P-107,Colgate Mini,Hygiene,75.31,80,,4,5723.56,RP-005,Mahesh,Maintenance,15.2,Card,4.7,39,4.35,362,0
VMX-16517,VM-237,Kolkata,Metro Station,29-08-2025,01:40:00,P-105,Dettol Wipe,Hygiene,80.96,165,148,17,11982.08,RP-003,Rahul,Working,21.4,UPI,4.2,70,1.87,180,1
VMX-16518,VM-250,Chennai,Mall,28-07-2025,14:44:00,P-102,Bisleri Water,Drinks,46.46,100,92,8,4274.32,RP-003,Mahesh,Maintenance,12.7,Cash,3.8,115,4.88,159,0
VMX-16519,VM-059,Kolkata,Metro Station,31-07-2025,15:50:00,P-102,Bisleri Water,Drinks,13.54,156,137,19,1854.98,RP-004,Rahul,Working,16.1,Card,2.3,17,2.55,344,1
VMX-16520,VM-087,Mumbai,College,22-04-2025,04:54:00,P-105,Dettol Wipe,Hygiene,43.7,192,182,10,7953.4,RP-018,Kiran,Low Power,17.6,UPI,2.2,26,3.86,261,1
VMX-16521,VM-294,Kolkata,Metro Station,04-06-2025,19:07:00,P-106,Snickers Bar,Snacks,123.87,113,110,3,13625.7,RP-020,Kiran,Maintenance,14.4,Card,4.9,15,4.12,110,1
VMX-16522,VM-203,Chennai,Metro Station,11-02-2025,23:16:00,P-109,Doritos,Snacks,133.46,147,131,16,17483.26,RP-020,Rajesh,Working,16.8,Cash,3.4,107,1.02,410,0
VMX-16523,VM-007,Chennai,Hospital,08-03-2025,20:12:00,P-108,Sprite Bottle,Drinks,25.89,147,137,10,3546.93,RP-011,Fatima,Maintenance,16.5,Card,2.7,23,4.35,326,1
VMX-16524,VM-270,Pune,College,18-01-2025,12:53:00,P-100,Lays Classic,Snacks,110.3,140,135,5,14890.5,RP-010,Rajesh,Maintenance,22.9,Card,2.9,24,4.3,105,0
VMX-16525,VM-003,Pune,College,12-08-2025,16:32:00,P-106,Snickers Bar,Snacks,142.82,143,136,7,19423.52,RP-005,Kiran,Maintenance,20.1,Card,4.4,0,2.84,69,0
